sep=,
Type,FSW-43,
Version,5.10SP1,
Date,20.Apr 2023,
Mode,ANALYZER,
Preamplifier,OFF,
Transducer,OFF,
Center Freq,5004000.000000,Hz
Freq Offset,0.000000,Hz
Start,8000.000000,Hz
Stop,10000000.000000,Hz
Span,9992000.000000,Hz
Ref Level,107.000000,dBµV
Level Offset,0.000000,dB
Rf Att,10.000000,dB
El Att,0.000000,dB
RBW,50000.000000,Hz
VBW,50000.000000,Hz
SWT,0.000084,s
Sweep Count,0,
Window,1,Frequency Sweep
Ref Position,100.000000,%
Level Range,100.000000,dB
x-Axis,LIN,
y-Axis,LOG,
x-Unit,Hz,
y-Unit,dBµV,
120438.10952738192282,61.826419830322265625,
122936.73418354596652,62.02722930908203125,
125435.35883971001022,62.26781463623046875,
127933.98349587405392,62.513153076171875,
130432.60815203809761,62.733966827392578125,
132931.23280820212676,62.913562774658203125,
135429.85746436615591,63.043308258056640625,
137928.48212053018506,63.117938995361328125,
140427.1067766942142,63.13275909423828125,
142925.73143285824335,63.082492828369140625,
145424.3560890222725,62.972034454345703125,
147922.98074518630165,62.8742828369140625,
150421.60540135033079,62.78836822509765625,
152920.23005751435994,62.60207366943359375,
155418.85471367838909,62.661869049072265625,
157917.47936984241824,62.785396575927734375,
160416.10402600644738,62.86981964111328125,
162914.72868217047653,62.932598114013671875,
165413.35333833450568,62.96484375,
167911.97799449853483,62.963832855224609375,
170410.60265066256397,62.930278778076171875,
172909.22730682659312,62.86679840087890625,
175407.85196299062227,62.77851104736328125,
177906.47661915465142,62.672527313232421875,
180405.10127531868056,62.5563812255859375,
182903.72593148270971,62.436779022216796875,
185402.35058764673886,62.318080902099609375,
187900.97524381076801,62.198123931884765625,
190399.59989997479715,62.0653533935546875,
192898.2245561388263,61.90521240234375,
195396.84921230285545,61.703731536865234375,
197895.4738684668846,61.447479248046875,
200394.09852463091374,61.120319366455078125,
202892.72318079494289,60.698322296142578125,
205391.34783695897204,60.143951416015625,
207889.97249312300119,59.42372894287109375,
210388.59714928703033,58.88307952880859375,
212887.22180545105948,58.967487335205078125,
215385.84646161508863,59.0367889404296875,
217884.47111777911778,59.021091461181640625,
220383.09577394314692,58.988727569580078125,
222881.72043010717607,58.895832061767578125,
225380.34508627120522,58.73091888427734375,
227878.96974243523437,59.010746002197265625,
230377.59439859926351,59.313262939453125,
232876.21905476329266,59.439502716064453125,
235374.84371092732181,59.528961181640625,
237873.46836709135096,59.6162567138671875,
240372.0930232553801,59.7197723388671875,
242870.71767941940925,59.850597381591796875,
245369.3423355834384,60.09618377685546875,
247867.96699174746755,60.378570556640625,
250366.59164791149669,60.630340576171875,
252865.21630407552584,60.818477630615234375,
255363.84096023955499,60.9200439453125,
257862.46561640358414,60.947650909423828125,
260361.09027256761328,60.8788299560546875,
262859.71492873167153,60.684906005859375,
265358.33958489570068,60.398448944091796875,
267856.96424105972983,60.384471893310546875,
270355.58889722375898,60.68093109130859375,
272854.21355338778812,60.89093780517578125,
275352.83820955181727,60.971996307373046875,
277851.46286571584642,60.940196990966796875,
280350.08752187987557,60.891193389892578125,
282848.71217804390471,60.946331024169921875,
285347.33683420793386,60.972660064697265625,
287845.96149037196301,60.9452667236328125,
290344.58614653599216,60.8919677734375,
292843.2108027000213,60.848114013671875,
295341.83545886405045,60.866943359375,
297840.4601150280796,60.920337677001953125,
300339.08477119210875,60.9616546630859375,
302837.70942735613789,60.98009490966796875,
305336.33408352016704,60.97136688232421875,
307834.95873968419619,60.927478790283203125,
310333.58339584822534,60.845294952392578125,
312832.20805201225448,60.751522064208984375,
315330.83270817628363,60.618404388427734375,
317829.45736434031278,60.439044952392578125,
320328.08202050434193,60.230533599853515625,
322826.70667666837107,60.007717132568359375,
325325.33133283240022,59.715068817138671875,
327823.95598899642937,59.27819061279296875,
330322.58064516045852,58.66162109375,
332821.20530132448766,58.937286376953125,
335319.82995748851681,59.17394256591796875,
337818.45461365254596,59.293888092041015625,
340317.07926981657511,59.353298187255859375,
342815.70392598060425,59.3520965576171875,
345314.3285821446334,59.291961669921875,
347812.95323830866255,59.17440032958984375,
350311.5778944726917,58.9953765869140625,
352810.20255063672084,58.748638153076171875,
355308.82720680074999,58.438076019287109375,
357807.45186296477914,58.1258392333984375,
360306.07651912880829,57.97953033447265625,
362804.70117529283743,58.00179290771484375,
365303.32583145686658,58.013645172119140625,
367801.95048762089573,57.957000732421875,
370300.57514378492488,57.99160003662109375,
372799.19979994895402,58.224117279052734375,
375297.82445611298317,58.52475738525390625,
377796.44911227701232,58.817840576171875,
380295.07376844104147,59.09853363037109375,
382793.69842460507061,59.368404388427734375,
385292.32308076909976,59.620075225830078125,
387790.94773693312891,59.844165802001953125,
390289.57239309715806,60.03705596923828125,
392788.1970492611872,60.202342987060546875,
395286.82170542521635,60.353633880615234375,
397785.4463615892455,60.510677337646484375,
400284.07101775327465,60.676296234130859375,
402782.69567391730379,60.833011627197265625,
405281.32033008133294,60.9940032958984375,
407779.94498624536209,61.121067047119140625,
410278.56964240939124,61.207244873046875,
412777.19429857342038,61.252651214599609375,
415275.81895473744953,61.2605133056640625,
417774.44361090147868,61.23448944091796875,
420273.06826706550783,61.179492950439453125,
422771.69292322953697,61.101535797119140625,
425270.31757939356612,61.0067291259765625,
427768.94223555759527,60.902828216552734375,
430267.56689172162442,60.824230194091796875,
432766.19154788565356,60.829570770263671875,
435264.81620404968271,60.864955902099609375,
437763.44086021371186,60.90338897705078125,
440262.06551637774101,60.96706390380859375,
442760.69017254177015,61.064304351806640625,
445259.3148287057993,61.17136383056640625,
447757.93948486982845,61.262851715087890625,
450256.5641410338576,61.3298797607421875,
452755.18879719788674,61.37310791015625,
455253.81345336191589,61.396297454833984375,
457752.43810952594504,61.40216064453125,
460251.06276568997419,61.392425537109375,
462749.68742185400333,61.37276458740234375,
465248.31207801803248,61.348346710205078125,
467746.93673418206163,61.30776214599609375,
470245.56139034609077,61.229175567626953125,
472744.18604651011992,61.09082794189453125,
475242.81070267414907,60.850917816162109375,
477741.43535883817822,60.500080108642578125,
480240.06001500220736,60.742412567138671875,
482738.68467116623651,60.8682403564453125,
485237.30932733026566,60.912334442138671875,
487735.93398349429481,60.95953369140625,
490234.55863965832395,61.049266815185546875,
492733.1832958223531,61.160167694091796875,
495231.80795198638225,61.253063201904296875,
497730.4326081504114,61.306735992431640625,
500229.05726431444054,61.324916839599609375,
502727.68192047846969,61.393405914306640625,
505226.30657664249884,61.424274444580078125,
507724.93123280652799,61.438297271728515625,
510223.55588897055713,61.443538665771484375,
512722.18054513458628,61.446170806884765625,
515220.80520129861543,61.452373504638671875,
517719.42985746264458,61.47308349609375,
520218.05451362667372,61.54280853271484375,
522716.67916979070287,61.68727874755859375,
525215.30382595479023,61.875823974609375,
527713.92848211887758,62.063877105712890625,
530212.55313828296494,62.233882904052734375,
532711.17779444705229,62.37874603271484375,
535209.80245061113965,62.50608062744140625,
537708.427106775227,62.604259490966796875,
540207.05176293931436,62.665985107421875,
542705.67641910340171,62.689075469970703125,
545204.30107526748907,62.670627593994140625,
547702.92573143157642,62.60662078857421875,
550201.55038759566378,62.491176605224609375,
552700.17504375975113,62.31485748291015625,
555198.79969992383849,62.06092071533203125,
557697.42435608792584,61.6958160400390625,
560196.0490122520132,61.1685333251953125,
562694.67366841610055,60.6510009765625,
565193.29832458018791,59.60263824462890625,
567691.92298074427526,60.086395263671875,
570190.54763690836262,60.97216796875,
572689.17229307244997,61.43157196044921875,
575187.79694923653733,61.707813262939453125,
577686.42160540062468,61.89769744873046875,
580185.04626156471204,62.028911590576171875,
582683.6709177287994,62.10578155517578125,
585182.29557389288675,62.144256591796875,
587680.92023005697411,62.15615081787109375,
590179.54488622106146,62.1517333984375,
592678.16954238514882,62.140232086181640625,
595176.79419854923617,62.12779998779296875,
597675.41885471332353,62.114948272705078125,
600174.04351087741088,62.113849639892578125,
602672.66816704149824,62.114990234375,
605171.29282320558559,62.094852447509765625,
607669.91747936967295,62.05348968505859375,
610168.5421355337603,61.99596405029296875,
612667.16679169784766,61.935749053955078125,
615165.79144786193501,61.88816070556640625,
617664.41610402602237,61.8494415283203125,
620163.04076019010972,61.798816680908203125,
622661.66541635419708,61.716522216796875,
625160.29007251828443,61.584499359130859375,
627658.91472868237179,61.385364532470703125,
630157.53938484645914,61.131488800048828125,
632656.1640410105465,60.989501953125,
635154.78869717463385,61.1244659423828125,
637653.41335333872121,61.426807403564453125,
640152.03800950280856,61.70940399169921875,
642650.66266566689592,61.920085906982421875,
645149.28732183098327,62.074069976806640625,
647647.91197799507063,62.185527801513671875,
650146.53663415915798,62.26300048828125,
652645.16129032324534,62.310527801513671875,
655143.78594648733269,62.32859039306640625,
657642.41060265142005,62.317157745361328125,
660141.0352588155074,62.28490447998046875,
662639.65991497959476,62.222805023193359375,
665138.28457114368211,62.1418304443359375,
667636.90922730776947,62.1068878173828125,
670135.53388347185683,62.15114593505859375,
672634.15853963594418,62.2231292724609375,
675132.78319580003154,62.283077239990234375,
677631.40785196411889,62.31278228759765625,
680130.03250812820625,62.303180694580078125,
682628.6571642922936,62.24826812744140625,
685127.28182045638096,62.144855499267578125,
687625.90647662046831,61.9981842041015625,
690124.53113278455567,61.808422088623046875,
692623.15578894864302,61.56850433349609375,
695121.78044511273038,61.306804656982421875,
697620.40510127681773,61.09392547607421875,
700119.02975744090509,60.94669342041015625,
702617.65441360499244,60.829364776611328125,
705116.2790697690798,60.721515655517578125,
707614.90372593316715,60.623638153076171875,
710113.52838209725451,60.651950836181640625,
712612.15303826134186,60.887725830078125,
715110.77769442542922,61.182437896728515625,
717609.40235058951657,61.419574737548828125,
720108.02700675360393,61.5861053466796875,
722606.65166291769128,61.6859283447265625,
725105.27631908177864,61.72893524169921875,
727603.90097524586599,61.72202301025390625,
730102.52563140995335,61.671016693115234375,
732601.1502875740407,61.580196380615234375,
735099.77494373812806,61.451934814453125,
737598.39959990221541,61.29157257080078125,
740097.02425606630277,61.1045074462890625,
742595.64891223039012,60.895465850830078125,
745094.27356839447748,60.673717498779296875,
747592.89822455856483,60.4365692138671875,
750091.52288072265219,60.16452789306640625,
752590.14753688673954,59.83905029296875,
755088.7721930508269,59.464633941650390625,
757587.39684921491425,59.074916839599609375,
760086.02150537900161,58.5430755615234375,
762584.64616154308897,57.766284942626953125,
765083.27081770717632,55.668926239013671875,
767581.89547387126368,57.382411956787109375,
770080.52013003535103,58.011180877685546875,
772579.14478619943839,58.43383026123046875,
775077.76944236352574,58.77789306640625,
777576.3940985276131,59.069793701171875,
780075.01875469170045,59.31378936767578125,
782573.64341085578781,59.512683868408203125,
785072.26806701987516,59.68145751953125,
787570.89272318396252,59.847141265869140625,
790069.51737934804987,60.021045684814453125,
792568.14203551213723,60.18888092041015625,
795066.76669167622458,60.33509063720703125,
797565.39134784031194,60.452129364013671875,
800064.01600400439929,60.535400390625,
802562.64066016848665,60.579799652099609375,
805061.265316332574,60.57808685302734375,
807559.88997249666136,60.52130126953125,
810058.51462866074871,60.401172637939453125,
812557.13928482483607,60.23091888427734375,
815055.76394098892342,60.051967620849609375,
817554.38859715301078,59.894916534423828125,
820053.01325331709813,59.864971160888671875,
822551.63790948118549,59.93634033203125,
825050.26256564527284,60.101436614990234375,
827548.8872218093602,60.2648162841796875,
830047.51187797344755,60.36090850830078125,
832546.13653413753491,60.385288238525390625,
835044.76119030162226,60.343395233154296875,
837543.38584646570962,60.25217437744140625,
840042.01050262979697,60.15704345703125,
842540.63515879388433,60.13382720947265625,
845039.25981495797168,60.193645477294921875,
847537.88447112205904,60.265125274658203125,
850036.50912728614639,60.304534912109375,
852535.13378345023375,60.311069488525390625,
855033.75843961432111,60.298213958740234375,
857532.38309577840846,60.2596588134765625,
860031.00775194249582,60.16823577880859375,
862529.63240810658317,60.01155853271484375,
865028.25706427067053,59.870059967041015625,
867526.88172043475788,59.908050537109375,
870025.50637659884524,59.99524688720703125,
872524.13103276293259,59.997753143310546875,
875022.75568892701995,59.894824981689453125,
877521.3803450911073,59.80319976806640625,
880020.00500125519466,59.90484619140625,
882518.62965741928201,60.062572479248046875,
885017.25431358336937,60.2325592041015625,
887515.87896974745672,60.377197265625,
890014.50362591154408,60.470478057861328125,
892513.12828207563143,60.4992828369140625,
895011.75293823971879,60.46324920654296875,
897510.37759440380614,60.3753509521484375,
900009.0022505678935,60.2750396728515625,
902507.62690673198085,60.231594085693359375,
905006.25156289606821,60.265300750732421875,
907504.87621906015556,60.328815460205078125,
910003.50087522424292,60.5230255126953125,
912502.12553138833027,60.663539886474609375,
915000.75018755241763,60.79351043701171875,
917499.37484371650498,60.91440582275390625,
919997.99949988059234,61.025547027587890625,
922496.62415604467969,61.140064239501953125,
924995.24881220876705,61.287929534912109375,
927493.8734683728544,61.47472381591796875,
929992.49812453694176,61.668415069580078125,
932491.12278070102911,61.85047149658203125,
934989.74743686511647,62.017608642578125,
937488.37209302920382,62.168651580810546875,
939986.99674919329118,62.302886962890625,
942485.62140535737853,62.421710968017578125,
944984.24606152146589,62.527462005615234375,
947482.87071768555325,62.623638153076171875,
949981.4953738496406,62.715667724609375,
952480.12003001372796,62.80980682373046875,
954978.74468617781531,62.90860748291015625,
957477.36934234190267,63.006893157958984375,
959975.99399850599002,63.0939178466796875,
962474.61865467007738,63.158771514892578125,
964973.24331083416473,63.193134307861328125,
967471.86796699825209,63.19132232666015625,
969970.49262316233944,63.1500244140625,
972469.1172793264268,63.068027496337890625,
974967.74193549051415,62.945384979248046875,
977466.36659165460151,62.7823944091796875,
979964.99124781868886,62.57849884033203125,
982463.61590398277622,62.333709716796875,
984962.24056014686357,62.058872222900390625,
987460.86521631095093,61.778717041015625,
989959.48987247503828,61.48317718505859375,
992458.11452863912564,61.146289825439453125,
994956.73918480321299,60.753204345703125,
997455.36384096730035,60.31206512451171875,
999953.9884971313877,59.93654632568359375,
1002452.6131532954751,59.722148895263671875,
1004951.2378094595624,59.5364532470703125,
1007449.8624656236498,59.233432769775390625,
1009948.4871217877371,58.32940673828125,
1012447.1117779518245,59.073299407958984375,
1014945.7364341159118,59.964771270751953125,
1017444.3610902799992,60.46181488037109375,
1019942.9857464440865,60.791591644287109375,
1022441.6104026081739,61.0191192626953125,
1024940.2350587722613,61.172977447509765625,
1027438.8597149363486,61.27764892578125,
1029937.484371100436,61.37029266357421875,
1032436.1090272645233,61.4394989013671875,
1034934.7336834286107,61.49639892578125,
1037433.358339592698,61.558895111083984375,
1039931.9829957567854,61.63332366943359375,
1042430.6076519208727,61.712062835693359375,
1044929.2323080849601,61.78885650634765625,
1047427.8569642490475,61.8983001708984375,
1049926.4816204130184,62.05304718017578125,
1052425.1062765771057,62.2006072998046875,
1054923.7309327411931,62.311595916748046875,
1057422.3555889052805,62.387180328369140625,
1059920.9802450693678,62.4302825927734375,
1062419.6049012334552,62.4443817138671875,
1064918.2295573975425,62.433963775634765625,
1067416.8542135616299,62.399730682373046875,
1069915.4788697257172,62.33881378173828125,
1072414.1035258898046,62.25199127197265625,
1074912.7281820538919,62.14739227294921875,
1077411.3528382179793,62.0443115234375,
1079909.9774943820667,61.968616485595703125,
1082408.602150546154,61.92946624755859375,
1084907.2268067102414,61.912029266357421875,
1087405.8514628743287,61.9025115966796875,
1089904.4761190384161,61.900356292724609375,
1092403.1007752025034,61.9128265380859375,
1094901.7254313665908,61.945636749267578125,
1097400.3500875306781,61.993289947509765625,
1099898.9747436947655,62.04163360595703125,
1102397.5993998588528,62.079071044921875,
1104896.2240560229402,62.103282928466796875,
1107394.8487121870276,62.124973297119140625,
1109893.4733683511149,62.164386749267578125,
1112392.0980245152023,62.22368621826171875,
1114890.7226806792896,62.273311614990234375,
1117389.347336843377,62.2879791259765625,
1119887.9719930074643,62.257415771484375,
1122386.5966491715517,62.1771392822265625,
1124885.221305335639,62.043506622314453125,
1127383.8459614997264,61.853527069091796875,
1129882.4706176638138,61.6078338623046875,
1132381.0952738279011,61.3172454833984375,
1134879.7199299919885,61.0062103271484375,
1137378.3445861560758,60.70949554443359375,
1139876.9692423201632,60.56302642822265625,
1142375.5938984842505,60.62883758544921875,
1144874.2185546483379,60.83162689208984375,
1147372.8432108124252,61.012798309326171875,
1149871.4678669765126,61.107440948486328125,
1152370.0925231406,61.114765167236328125,
1154868.7171793046873,61.26644134521484375,
1157367.3418354687747,61.363208770751953125,
1159865.966491632862,61.324066162109375,
1162364.5911477969494,61.10836029052734375,
1164863.2158039610367,60.65207672119140625,
1167361.8404601251241,61.13542938232421875,
1169860.4651162892114,61.2873382568359375,
1172359.0897724532988,61.389934539794921875,
1174857.7144286173861,61.4420318603515625,
1177356.3390847814735,61.429698944091796875,
1179854.9637409455609,61.348011016845703125,
1182353.5883971096482,61.196361541748046875,
1184852.2130532737356,60.958278656005859375,
1187350.8377094378229,60.523151397705078125,
1189849.4623656019103,60.370891571044921875,
1192348.0870217659976,60.577503204345703125,
1194846.711677930085,60.5735931396484375,
1197345.3363340941723,60.434040069580078125,
1199843.9609902582597,60.2164764404296875,
1202342.5856464223471,60.00151824951171875,
1204841.2103025864344,59.8714141845703125,
1207339.8349587505218,59.800983428955078125,
1209838.4596149146091,59.71115875244140625,
1212337.0842710786965,59.55877685546875,
1214835.7089272427838,59.3226776123046875,
1217334.3335834068712,58.992008209228515625,
1219832.9582395709585,58.685565948486328125,
1222331.5828957350459,58.45029449462890625,
1224830.2075518991333,58.09134674072265625,
1227328.8322080632206,57.532238006591796875,
1229827.456864227308,56.525264739990234375,
1232326.0815203913953,55.55648040771484375,
1234824.7061765554827,56.292751312255859375,
1237323.33083271957,55.871082305908203125,
1239821.9554888836574,53.069423675537109375,
1242320.5801450477447,56.347911834716796875,
1244819.2048012118321,57.584346771240234375,
1247317.8294573759194,58.300807952880859375,
1249816.4541135400068,58.76665496826171875,
1252315.0787697040942,59.0650177001953125,
1254813.7034258681815,59.232666015625,
1257312.3280820322689,59.29083251953125,
1259810.9527381963562,59.2601165771484375,
1262309.5773943604436,59.18448638916015625,
1264808.2020505245309,59.10302734375,
1267306.8267066886183,59.024204254150390625,
1269805.4513628527056,59.022205352783203125,
1272304.076019016793,59.002925872802734375,
1274802.7006751808804,58.86993408203125,
1277301.3253313449677,58.604473114013671875,
1279799.9499875090551,58.12482452392578125,
1282298.5746436731424,58.423431396484375,
1284797.1992998372298,58.481266021728515625,
1287295.8239560013171,58.48487091064453125,
1289794.4486121654045,58.4567108154296875,
1292293.0732683294918,58.445972442626953125,
1294791.6979244935792,58.7008819580078125,
1297290.3225806576665,59.01280975341796875,
1299788.9472368217539,59.2835235595703125,
1302287.5718929858413,59.52559661865234375,
1304786.1965491499286,59.74816131591796875,
1307284.821205314016,59.9552764892578125,
1309783.4458614781033,60.14888763427734375,
1312282.0705176421907,60.332485198974609375,
1314780.695173806278,60.5070648193359375,
1317279.3198299703654,60.66677093505859375,
1319777.9444861344527,60.81006622314453125,
1322276.5691422985401,60.938507080078125,
1324775.1937984626275,61.054340362548828125,
1327273.8184546267148,61.1557769775390625,
1329772.4431107908022,61.2335052490234375,
1332271.0677669548895,61.272747039794921875,
1334769.6924231189769,61.246349334716796875,
1337268.3170792830642,61.23899078369140625,
1339766.9417354471516,61.44751739501953125,
1342265.5663916112389,61.574626922607421875,
1344764.1910477753263,61.645862579345703125,
1347262.8157039394137,61.67165374755859375,
1349761.440360103501,61.654979705810546875,
1352260.0650162675884,61.59989166259765625,
1354758.6896724316757,61.511295318603515625,
1357257.3143285957631,61.42321014404296875,
1359755.9389847598504,61.288715362548828125,
1362254.5636409239378,61.081813812255859375,
1364753.1882970880251,60.942302703857421875,
1367251.8129532521125,60.927371978759765625,
1369750.4376094161998,60.954631805419921875,
1372249.0622655802872,60.96474456787109375,
1374747.6869217443746,60.939754486083984375,
1377246.3115779084619,60.87784576416015625,
1379744.9362340725493,60.782169342041015625,
1382243.5608902366366,60.701198577880859375,
1384742.185546400724,60.65972137451171875,
1387240.8102025648113,60.715496063232421875,
1389739.4348587288987,60.824123382568359375,
1392238.059514892986,60.896579742431640625,
1394736.6841710570734,60.911121368408203125,
1397235.3088272211608,60.85788726806640625,
1399733.9334833852481,60.72446441650390625,
1402232.5581395493355,60.587337493896484375,
1404731.1827957134228,60.34624481201171875,
1407229.8074518775102,60.243556976318359375,
1409728.4321080415975,60.516845703125,
1412227.0567642056849,60.61177825927734375,
1414725.6814203697722,60.64125823974609375,
1417224.3060765338596,60.678958892822265625,
1419722.930732697947,60.72029876708984375,
1422221.5553888620343,60.711071014404296875,
1424720.1800450261217,60.666141510009765625,
1427218.804701190209,60.578784942626953125,
1429717.4293573542964,60.46935272216796875,
1432216.0540135183837,60.37854766845703125,
1434714.6786696824711,60.41518402099609375,
1437213.3033258465584,60.4631195068359375,
1439711.9279820106458,60.533199310302734375,
1442210.5526381747331,60.66534423828125,
1444709.1772943388205,60.849884033203125,
1447207.8019505029079,61.046482086181640625,
1449706.4266066669952,61.22335052490234375,
1452205.0512628310826,61.36293792724609375,
1454703.6759189951699,61.457141876220703125,
1457202.3005751592573,61.50531768798828125,
1459700.9252313233446,61.507080078125,
1462199.549887487432,61.470783233642578125,
1464698.1745436515193,61.229320526123046875,
1467196.7991998156067,61.11722564697265625,
1469695.4238559796941,60.982624053955078125,
1472194.0485121437814,60.832122802734375,
1474692.6731683078688,60.68366241455078125,
1477191.2978244719561,60.586177825927734375,
1479689.9224806360435,60.524425506591796875,
1482188.5471368001308,60.478607177734375,
1484687.1717929642182,60.458648681640625,
1487185.7964491283055,60.43602752685546875,
1489684.4211052923929,60.39316558837890625,
1492183.0457614564802,60.353069305419921875,
1494681.6704176205676,60.3964080810546875,
1497180.295073784655,60.557415008544921875,
1499678.9197299487423,60.714092254638671875,
1502177.5443861128297,60.81694793701171875,
1504676.169042276917,60.855987548828125,
1507174.7936984410044,60.823642730712890625,
1509673.4183546050917,60.70415496826171875,
1512172.0430107691791,60.4907073974609375,
1514670.6676669332664,60.3230743408203125,
1517169.2923230973538,60.397258758544921875,
1519667.9169792614412,60.4273681640625,
1522166.5416354255285,60.194004058837890625,
1524665.1662915896159,59.7194061279296875,
1527163.7909477537032,60.702484130859375,
1529662.4156039177906,61.174343109130859375,
1532161.0402600818779,61.4414215087890625,
1534659.6649162459653,61.539745330810546875,
1537158.2895724100526,61.23657989501953125,
1539656.91422857414,61.8970794677734375,
1542155.5388847382274,62.15964508056640625,
1544654.1635409023147,62.311649322509765625,
1547152.7881970664021,62.3949432373046875,
1549651.4128532304894,62.422176361083984375,
1552150.0375093945768,62.3996429443359375,
1554648.6621655586641,62.340061187744140625,
1557147.2868217227515,62.23990631103515625,
1559645.9114778868388,62.089817047119140625,
1562144.5361340509262,61.9136810302734375,
1564643.1607902150135,61.77510833740234375,
1567141.7854463791009,61.71204376220703125,
1569640.4101025431883,61.67147064208984375,
1572139.0347587072756,61.596935272216796875,
1574637.659414871363,61.46639251708984375,
1577136.2840710354503,61.25991058349609375,
1579634.9087271995377,61.0518951416015625,
1582133.533383363625,61.2129058837890625,
1584632.1580395277124,61.55319976806640625,
1587130.7826956917997,61.823665618896484375,
1589629.4073518558871,62.005474090576171875,
1592128.0320080199745,62.099422454833984375,
1594626.6566641840618,62.099212646484375,
1597125.2813203481492,61.979312896728515625,
1599623.9059765122365,61.622539520263671875,
1602122.5306326763239,61.448841094970703125,
1604621.1552888404112,61.585460662841796875,
1607119.7799450044986,61.38942718505859375,
1609618.4046011685859,60.952182769775390625,
1612117.0292573326733,60.044464111328125,
1614615.6539134967607,60.61920928955078125,
1617114.278569660848,61.19979095458984375,
1619612.9032258249354,61.453277587890625,
1622111.5278819890227,61.570827484130859375,
1624610.1525381531101,61.62303924560546875,
1627108.7771943171974,61.60459136962890625,
1629607.4018504812848,61.5282440185546875,
1632106.0265066453721,61.40747833251953125,
1634604.6511628094595,61.251720428466796875,
1637103.2758189735468,61.057437896728515625,
1639601.9004751376342,60.876148223876953125,
1642100.5251313017216,60.83130645751953125,
1644599.1497874658089,60.872528076171875,
1647097.7744436298963,60.89627838134765625,
1649596.3990997939836,60.888942718505859375,
1652095.023755958071,60.8712615966796875,
1654593.6484121221583,60.8491363525390625,
1657092.2730682862457,60.83983612060546875,
1659590.897724450333,60.8471221923828125,
1662089.5223806144204,60.860828399658203125,
1664588.1470367785078,60.8675994873046875,
1667086.7716929425951,60.865001678466796875,
1669585.3963491066825,60.853069305419921875,
1672084.0210052707698,60.804615020751953125,
1674582.6456614348572,60.694305419921875,
1677081.2703175989445,60.48326873779296875,
1679579.8949737630319,60.287349700927734375,
1682078.5196299271192,60.46872711181640625,
1684577.1442860912066,60.522266387939453125,
1687075.768942255294,60.526153564453125,
1689574.3935984193813,60.495670318603515625,
1692073.0182545834687,60.515804290771484375,
1694571.642910747556,60.63335418701171875,
1697070.2675669116434,60.7950439453125,
1699568.8922230757307,60.970104217529296875,
1702067.5168792398181,61.148052215576171875,
1704566.1415354039054,61.3358917236328125,
1707064.7661915679928,61.5199127197265625,
1709563.3908477320801,61.693164825439453125,
1712062.0155038961675,61.846370697021484375,
1714560.6401600602549,61.952545166015625,
1717059.2648162243422,62.011516571044921875,
1719557.8894723884296,62.025928497314453125,
1722056.5141285525169,61.995838165283203125,
1724555.1387847166043,61.9242095947265625,
1727053.7634408806916,61.81524658203125,
1729552.388097044779,61.672088623046875,
1732051.0127532088663,61.4930877685546875,
